Phase,Epoch,BatchIdx,SamplesSeen,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy
pretrain,8,11,21375,0.805970,0.781081,0.831063,0.805291
pretrain,8,16,21695,0.812754,0.800000,0.825613,0.808466
pretrain,8,21,22015,0.808684,0.875676,0.741144,0.814815
pretrain,8,26,22335,0.807327,0.843243,0.771117,0.816931
pretrain,8,31,22655,0.811398,0.783784,0.839237,0.803175
pretrain,8,36,22975,0.820896,0.805405,0.836512,0.812698
pretrain,8,41,23295,0.796472,0.854054,0.738420,0.820106
pretrain,8,47,23624,0.811398,0.791892,0.831063,0.812698
pretrain,9,1,23688,0.808684,0.775676,0.841962,0.808466
pretrain,9,6,24008,0.803256,0.764865,0.841962,0.805291
pretrain,9,11,24328,0.811398,0.810811,0.811989,0.813757
pretrain,9,16,24648,0.791045,0.854054,0.727520,0.815873
pretrain,9,21,24968,0.796472,0.859459,0.732970,0.817989
pretrain,9,26,25288,0.801900,0.816216,0.787466,0.808466
pretrain,9,31,25608,0.810041,0.808108,0.811989,0.806349
pretrain,9,36,25928,0.804613,0.856757,0.752044,0.814815
pretrain,9,41,26248,0.793758,0.905405,0.681199,0.807407
pretrain,9,47,26577,0.803256,0.775676,0.831063,0.811640
pretrain,10,1,26641,0.796472,0.743243,0.850136,0.804233
pretrain,10,6,26961,0.805970,0.735135,0.877384,0.803175
pretrain,10,11,27281,0.799186,0.824324,0.773842,0.806349
pretrain,10,16,27601,0.793758,0.905405,0.681199,0.811640
pretrain,10,21,27921,0.797829,0.881081,0.713896,0.817989
pretrain,10,26,28241,0.811398,0.797297,0.825613,0.814815
pretrain,10,31,28561,0.814111,0.791892,0.836512,0.810582
pretrain,10,36,28881,0.807327,0.837838,0.776567,0.816931
pretrain,10,41,29201,0.800543,0.829730,0.771117,0.826455
pretrain,10,47,29530,0.810041,0.808108,0.811989,0.820106
pretrain,11,1,29594,0.811398,0.802703,0.820163,0.814815
pretrain,11,6,29914,0.807327,0.797297,0.817439,0.813757
pretrain,11,11,30234,0.801900,0.862162,0.741144,0.828571
pretrain,11,16,30554,0.803256,0.867568,0.738420,0.817989
pretrain,11,21,30874,0.819539,0.821622,0.817439,0.810582
pretrain,11,26,31194,0.811398,0.791892,0.831063,0.816931
pretrain,11,31,31514,0.818182,0.821622,0.814714,0.817989
pretrain,11,36,31834,0.805970,0.829730,0.782016,0.825397
pretrain,11,41,32154,0.801900,0.829730,0.773842,0.826455
pretrain,11,47,32483,0.805970,0.786486,0.825613,0.820106
pretrain,12,1,32547,0.801900,0.775676,0.828338,0.817989
pretrain,12,6,32867,0.800543,0.762162,0.839237,0.809524
pretrain,12,11,33187,0.815468,0.810811,0.820163,0.814815
pretrain,12,16,33507,0.811398,0.843243,0.779292,0.819048
pretrain,12,21,33827,0.800543,0.854054,0.746594,0.821164
pretrain,12,26,34147,0.800543,0.851351,0.749319,0.823280
pretrain,12,31,34467,0.795115,0.816216,0.773842,0.820106
pretrain,12,36,34787,0.807327,0.800000,0.814714,0.824339
pretrain,12,41,35107,0.816825,0.837838,0.795640,0.819048
pretrain,12,47,35436,0.812754,0.835135,0.790191,0.820106
pretrain,13,1,35500,0.807327,0.832432,0.782016,0.822222
pretrain,13,6,35820,0.807327,0.835135,0.779292,0.834921
pretrain,13,11,36140,0.801900,0.805405,0.798365,0.826455
pretrain,13,16,36460,0.805970,0.789189,0.822888,0.829630
pretrain,13,21,36780,0.805970,0.791892,0.820163,0.821164
pretrain,13,26,37100,0.808684,0.818919,0.798365,0.808466
pretrain,13,31,37420,0.805970,0.837838,0.773842,0.816931
pretrain,13,36,37740,0.793758,0.859459,0.727520,0.813757
pretrain,13,41,38060,0.793758,0.829730,0.757493,0.819048
pretrain,13,47,38389,0.803256,0.783784,0.822888,0.829630
pretrain,14,1,38453,0.801900,0.775676,0.828338,0.828571
pretrain,14,6,38773,0.807327,0.762162,0.852861,0.814815
pretrain,14,11,39093,0.804613,0.800000,0.809264,0.824339
pretrain,14,16,39413,0.797829,0.840541,0.754768,0.820106
pretrain,14,21,39733,0.795115,0.854054,0.735695,0.819048
pretrain,14,26,40053,0.797829,0.835135,0.760218,0.825397
pretrain,14,31,40373,0.800543,0.802703,0.798365,0.827513
pretrain,14,36,40693,0.792402,0.794595,0.790191,0.826455
pretrain,14,41,41013,0.801900,0.821622,0.782016,0.827513
pretrain,14,47,41342,0.801900,0.835135,0.768392,0.820106
pretrain,15,1,41406,0.799186,0.832432,0.765668,0.817989
pretrain,15,6,41726,0.797829,0.867568,0.727520,0.813757
pretrain,15,11,42046,0.788331,0.859459,0.716621,0.811640
pretrain,15,16,42366,0.792402,0.827027,0.757493,0.817989
pretrain,15,21,42686,0.810041,0.808108,0.811989,0.823280
pretrain,15,26,43006,0.801900,0.789189,0.814714,0.827513
pretrain,15,31,43326,0.803256,0.789189,0.817439,0.828571
pretrain,15,36,43646,0.804613,0.797297,0.811989,0.824339
pretrain,15,41,43966,0.800543,0.832432,0.768392,0.826455
pretrain,15,47,44295,0.799186,0.851351,0.746594,0.819048
pretrain,16,1,44359,0.803256,0.856757,0.749319,0.822222
pretrain,16,6,44679,0.804613,0.843243,0.765668,0.812698
pretrain,16,11,44999,0.808684,0.824324,0.792916,0.822222
pretrain,16,16,45319,0.803256,0.810811,0.795640,0.823280
pretrain,16,21,45639,0.795115,0.827027,0.762943,0.824339
pretrain,16,26,45959,0.800543,0.859459,0.741144,0.819048
pretrain,16,31,46279,0.797829,0.856757,0.738420,0.816931
pretrain,16,36,46599,0.811398,0.837838,0.784741,0.820106
pretrain,16,41,46919,0.807327,0.810811,0.803815,0.828571
pretrain,16,47,47248,0.801900,0.808108,0.795640,0.826455
pretrain,17,1,47312,0.799186,0.800000,0.798365,0.828571
pretrain,17,6,47632,0.799186,0.800000,0.798365,0.826455
pretrain,17,11,47952,0.796472,0.797297,0.795640,0.828571
pretrain,17,16,48272,0.804613,0.800000,0.809264,0.826455
pretrain,17,21,48592,0.804613,0.813514,0.795640,0.823280
pretrain,17,26,48912,0.793758,0.821622,0.765668,0.820106
pretrain,17,31,49232,0.793758,0.827027,0.760218,0.823280
pretrain,17,36,49552,0.788331,0.824324,0.752044,0.827513
pretrain,17,41,49872,0.797829,0.840541,0.754768,0.821164
pretrain,17,47,50201,0.793758,0.824324,0.762943,0.824339
pretrain,18,1,50265,0.795115,0.818919,0.771117,0.830688
pretrain,18,6,50585,0.797829,0.810811,0.784741,0.828571
pretrain,18,11,50905,0.797829,0.802703,0.792916,0.827513
pretrain,18,16,51225,0.797829,0.802703,0.792916,0.825397
pretrain,18,21,51545,0.799186,0.802703,0.795640,0.827513
pretrain,18,26,51865,0.804613,0.832432,0.776567,0.830688
pretrain,18,31,52185,0.792402,0.829730,0.754768,0.827513
pretrain,18,36,52505,0.793758,0.824324,0.762943,0.824339
pretrain,18,41,52825,0.796472,0.829730,0.762943,0.824339
pretrain,18,47,53154,0.804613,0.827027,0.782016,0.822222
pretrain,19,1,53218,0.805970,0.824324,0.787466,0.823280
pretrain,19,6,53538,0.812754,0.816216,0.809264,0.822222
pretrain,19,11,53858,0.805970,0.824324,0.787466,0.826455
pretrain,19,16,54178,0.797829,0.835135,0.760218,0.826455
pretrain,19,21,54498,0.795115,0.837838,0.752044,0.823280
pretrain,19,26,54818,0.793758,0.835135,0.752044,0.828571
pretrain,19,31,55138,0.796472,0.832432,0.760218,0.827513
pretrain,19,36,55458,0.804613,0.824324,0.784741,0.831746
pretrain,19,41,55778,0.805970,0.816216,0.795640,0.830688
pretrain,19,47,56107,0.807327,0.808108,0.806540,0.826455
pretrain,20,1,56171,0.807327,0.802703,0.811989,0.826455
pretrain,20,6,56491,0.812754,0.800000,0.825613,0.824339
pretrain,20,11,56811,0.814111,0.808108,0.820163,0.823280
pretrain,20,16,57131,0.801900,0.816216,0.787466,0.825397
pretrain,20,21,57451,0.799186,0.832432,0.765668,0.823280
pretrain,20,26,57771,0.796472,0.845946,0.746594,0.822222
pretrain,20,31,58091,0.796472,0.851351,0.741144,0.824339
pretrain,20,36,58411,0.791045,0.848649,0.732970,0.823280
pretrain,20,41,58731,0.799186,0.843243,0.754768,0.830688
pretrain,20,47,59060,0.799186,0.805405,0.792916,0.834921
