Phase,Epoch,BatchIdx,SamplesSeen,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy
pretrain,10,21,27921,0.812754,0.865591,0.758904,0.772487
pretrain,10,26,28241,0.820896,0.836022,0.805479,0.783069
pretrain,10,31,28561,0.812754,0.801075,0.824658,0.786243
pretrain,10,36,28881,0.814111,0.803763,0.824658,0.779894
pretrain,10,41,29201,0.822252,0.798387,0.846575,0.792593
pretrain,10,47,29530,0.811398,0.814516,0.808219,0.787302
pretrain,11,1,29594,0.814111,0.830645,0.797260,0.777778
pretrain,11,6,29914,0.808684,0.830645,0.786301,0.773545
pretrain,11,11,30234,0.815468,0.809140,0.821918,0.773545
pretrain,11,16,30554,0.826323,0.784946,0.868493,0.774603
pretrain,11,21,30874,0.814111,0.741935,0.887671,0.777778
pretrain,11,26,31194,0.820896,0.793011,0.849315,0.785185
pretrain,11,31,31514,0.819539,0.806452,0.832877,0.772487
pretrain,11,36,31834,0.816825,0.809140,0.824658,0.767196
pretrain,11,41,32154,0.818182,0.830645,0.805479,0.774603
pretrain,11,47,32483,0.816825,0.825269,0.808219,0.785185
pretrain,12,1,32547,0.814111,0.814516,0.813699,0.777778
pretrain,12,6,32867,0.819539,0.790323,0.849315,0.778836
pretrain,12,11,33187,0.822252,0.768817,0.876712,0.769312
pretrain,12,16,33507,0.815468,0.782258,0.849315,0.771429
pretrain,12,21,33827,0.812754,0.822581,0.802740,0.776720
pretrain,12,26,34147,0.812754,0.806452,0.819178,0.784127
pretrain,12,31,34467,0.812754,0.760753,0.865753,0.777778
pretrain,12,36,34787,0.814111,0.784946,0.843836,0.782011
pretrain,12,41,35107,0.815468,0.827957,0.802740,0.783069
pretrain,12,47,35436,0.814111,0.825269,0.802740,0.773545
pretrain,13,1,35500,0.812754,0.825269,0.800000,0.775661
pretrain,13,6,35820,0.816825,0.811828,0.821918,0.782011
pretrain,13,11,36140,0.824966,0.811828,0.838356,0.788360
pretrain,13,16,36460,0.819539,0.801075,0.838356,0.792593
pretrain,13,21,36780,0.818182,0.787634,0.849315,0.795767
pretrain,13,26,37100,0.818182,0.776882,0.860274,0.789418
pretrain,13,31,37420,0.819539,0.784946,0.854795,0.779894
pretrain,13,36,37740,0.819539,0.758065,0.882192,0.776720
pretrain,13,41,38060,0.812754,0.787634,0.838356,0.776720
pretrain,13,47,38389,0.820896,0.784946,0.857534,0.761905
pretrain,14,1,38453,0.816825,0.776882,0.857534,0.760847
pretrain,14,6,38773,0.811398,0.779570,0.843836,0.752381
pretrain,14,11,39093,0.815468,0.798387,0.832877,0.761905
pretrain,14,16,39413,0.814111,0.801075,0.827397,0.773545
pretrain,14,21,39733,0.818182,0.817204,0.819178,0.788360
pretrain,14,26,40053,0.808684,0.822581,0.794521,0.793651
pretrain,14,31,40373,0.814111,0.803763,0.824658,0.788360
pretrain,14,36,40693,0.810041,0.771505,0.849315,0.787302
pretrain,14,41,41013,0.812754,0.768817,0.857534,0.783069
pretrain,14,47,41342,0.819539,0.787634,0.852055,0.778836
pretrain,15,1,41406,0.820896,0.798387,0.843836,0.786243
pretrain,15,6,41726,0.815468,0.806452,0.824658,0.792593
pretrain,15,11,42046,0.818182,0.798387,0.838356,0.795767
pretrain,15,16,42366,0.815468,0.776882,0.854795,0.787302
pretrain,15,21,42686,0.819539,0.782258,0.857534,0.795767
pretrain,15,26,43006,0.822252,0.793011,0.852055,0.792593
pretrain,15,31,43326,0.819539,0.793011,0.846575,0.793651
pretrain,15,36,43646,0.816825,0.798387,0.835616,0.787302
pretrain,15,41,43966,0.810041,0.817204,0.802740,0.785185
pretrain,15,47,44295,0.808684,0.838710,0.778082,0.787302
pretrain,16,1,44359,0.810041,0.841398,0.778082,0.788360
pretrain,16,6,44679,0.816825,0.819892,0.813699,0.795767
pretrain,16,11,44999,0.818182,0.784946,0.852055,0.794709
pretrain,16,16,45319,0.815468,0.763441,0.868493,0.783069
pretrain,16,21,45639,0.811398,0.795699,0.827397,0.795767
pretrain,16,26,45959,0.815468,0.833333,0.797260,0.786243
pretrain,16,31,46279,0.818182,0.814516,0.821918,0.787302
pretrain,16,36,46599,0.816825,0.795699,0.838356,0.786243
pretrain,16,41,46919,0.812754,0.779570,0.846575,0.771429
pretrain,16,47,47248,0.811398,0.771505,0.852055,0.775661
pretrain,17,1,47312,0.811398,0.766129,0.857534,0.778836
pretrain,17,6,47632,0.810041,0.774194,0.846575,0.768254
pretrain,17,11,47952,0.816825,0.787634,0.846575,0.783069
pretrain,17,16,48272,0.815468,0.787634,0.843836,0.772487
pretrain,17,21,48592,0.812754,0.801075,0.824658,0.778836
pretrain,17,26,48912,0.804613,0.803763,0.805479,0.791534
pretrain,17,31,49232,0.808684,0.814516,0.802740,0.787302
pretrain,17,36,49552,0.805970,0.819892,0.791781,0.793651
pretrain,17,41,49872,0.807327,0.811828,0.802740,0.793651
pretrain,17,47,50201,0.815468,0.793011,0.838356,0.796825
pretrain,18,1,50265,0.812754,0.787634,0.838356,0.803175
pretrain,18,6,50585,0.808684,0.774194,0.843836,0.796825
pretrain,18,11,50905,0.811398,0.771505,0.852055,0.792593
pretrain,18,16,51225,0.810041,0.790323,0.830137,0.791534
pretrain,18,21,51545,0.818182,0.819892,0.816438,0.795767
pretrain,18,26,51865,0.812754,0.806452,0.819178,0.801058
pretrain,18,31,52185,0.811398,0.795699,0.827397,0.793651
pretrain,18,36,52505,0.811398,0.795699,0.827397,0.791534
pretrain,18,41,52825,0.805970,0.787634,0.824658,0.791534
pretrain,18,47,53154,0.807327,0.793011,0.821918,0.785185
pretrain,19,1,53218,0.810041,0.793011,0.827397,0.786243
pretrain,19,6,53538,0.810041,0.776882,0.843836,0.772487
pretrain,19,11,53858,0.801900,0.766129,0.838356,0.769312
pretrain,19,16,54178,0.808684,0.782258,0.835616,0.777778
pretrain,19,21,54498,0.807327,0.795699,0.819178,0.788360
pretrain,19,26,54818,0.807327,0.795699,0.819178,0.793651
pretrain,19,31,55138,0.810041,0.803763,0.816438,0.795767
pretrain,19,36,55458,0.810041,0.817204,0.802740,0.791534
pretrain,19,41,55778,0.810041,0.819892,0.800000,0.788360
pretrain,19,47,56107,0.808684,0.801075,0.816438,0.789418
pretrain,20,1,56171,0.807327,0.806452,0.808219,0.789418
pretrain,20,6,56491,0.810041,0.806452,0.813699,0.795767
pretrain,20,11,56811,0.811398,0.803763,0.819178,0.789418
pretrain,20,16,57131,0.811398,0.809140,0.813699,0.790476
pretrain,20,21,57451,0.810041,0.793011,0.827397,0.782011
pretrain,20,26,57771,0.805970,0.784946,0.827397,0.783069
pretrain,20,31,58091,0.807327,0.790323,0.824658,0.780952
pretrain,20,36,58411,0.804613,0.787634,0.821918,0.791534
pretrain,20,41,58731,0.810041,0.806452,0.813699,0.789418
pretrain,20,47,59060,0.815468,0.817204,0.813699,0.792593
