Phase,Epoch,BatchIdx,SamplesSeen,Val_Accuracy,Class0_Accuracy,Class1_Accuracy,Test_Accuracy
pretrain,5,47,14940,0.795181,0.846154,0.743243,0.750000
pretrain,6,1,15004,0.793842,0.851459,0.735135,0.754444
pretrain,6,6,15324,0.800535,0.838196,0.762162,0.752222
pretrain,6,11,15644,0.783133,0.732095,0.835135,0.742222
pretrain,6,16,15964,0.788487,0.854111,0.721622,0.757778
pretrain,6,21,16284,0.803213,0.840849,0.764865,0.754444
pretrain,6,26,16604,0.781794,0.713528,0.851351,0.744444
pretrain,6,31,16924,0.803213,0.816976,0.789189,0.755556
pretrain,6,36,17244,0.803213,0.848806,0.756757,0.751111
pretrain,6,41,17564,0.792503,0.740053,0.845946,0.756667
pretrain,6,47,17928,0.797858,0.793103,0.802703,0.747778
pretrain,7,1,17992,0.803213,0.824934,0.781081,0.748889
pretrain,7,6,18312,0.791165,0.840849,0.740541,0.748889
pretrain,7,11,18632,0.772423,0.657825,0.889189,0.752222
pretrain,7,16,18952,0.795181,0.843501,0.745946,0.748889
pretrain,7,21,19272,0.781794,0.883289,0.678378,0.744444
pretrain,7,26,19592,0.801874,0.779841,0.824324,0.752222
pretrain,7,31,19912,0.801874,0.811671,0.791892,0.742222
pretrain,7,36,20232,0.792503,0.880637,0.702703,0.737778
pretrain,7,41,20552,0.804552,0.835544,0.772973,0.742222
pretrain,7,47,20916,0.787149,0.705570,0.870270,0.748889
pretrain,8,1,20980,0.789826,0.710875,0.870270,0.747778
pretrain,8,6,21300,0.808568,0.824934,0.791892,0.751111
pretrain,8,11,21620,0.799197,0.864721,0.732432,0.745556
pretrain,8,16,21940,0.797858,0.766578,0.829730,0.752222
pretrain,8,21,22260,0.796519,0.726790,0.867568,0.757778
pretrain,8,26,22580,0.805890,0.809019,0.802703,0.750000
pretrain,8,31,22900,0.777778,0.891247,0.662162,0.745556
pretrain,8,36,23220,0.797858,0.830239,0.764865,0.746667
pretrain,8,41,23540,0.795181,0.745358,0.845946,0.742222
pretrain,8,47,23904,0.800535,0.769231,0.832432,0.742222
pretrain,9,1,23968,0.807229,0.822281,0.791892,0.741111
pretrain,9,6,24288,0.789826,0.891247,0.686486,0.737778
pretrain,9,11,24608,0.805890,0.872679,0.737838,0.743333
pretrain,9,16,24928,0.797858,0.742706,0.854054,0.746667
pretrain,9,21,25248,0.783133,0.692308,0.875676,0.752222
pretrain,9,26,25568,0.796519,0.771883,0.821622,0.746667
pretrain,9,31,25888,0.797858,0.854111,0.740541,0.751111
pretrain,9,36,26208,0.804552,0.793103,0.816216,0.758889
pretrain,9,41,26528,0.797858,0.769231,0.827027,0.753333
pretrain,9,47,26892,0.807229,0.830239,0.783784,0.750000
pretrain,10,1,26956,0.805890,0.835544,0.775676,0.748889
pretrain,10,6,27276,0.815261,0.838196,0.791892,0.756667
pretrain,10,11,27596,0.795181,0.740053,0.851351,0.750000
pretrain,10,16,27916,0.796519,0.740053,0.854054,0.752222
pretrain,10,21,28236,0.808568,0.803714,0.813514,0.751111
pretrain,10,26,28556,0.808568,0.809019,0.808108,0.755556
pretrain,10,31,28876,0.807229,0.848806,0.764865,0.748889
pretrain,10,36,29196,0.807229,0.801061,0.813514,0.752222
pretrain,10,41,29516,0.804552,0.763926,0.845946,0.756667
pretrain,10,47,29880,0.803213,0.769231,0.837838,0.754444
pretrain,11,1,29944,0.799197,0.771883,0.827027,0.755556
pretrain,11,6,30264,0.797858,0.830239,0.764865,0.753333
pretrain,11,11,30584,0.799197,0.840849,0.756757,0.750000
pretrain,11,16,30904,0.804552,0.814324,0.794595,0.748889
pretrain,11,21,31224,0.803213,0.774536,0.832432,0.746667
pretrain,11,26,31544,0.805890,0.761273,0.851351,0.747778
pretrain,11,31,31864,0.799197,0.740053,0.859459,0.751111
pretrain,11,36,32184,0.793842,0.750663,0.837838,0.751111
pretrain,11,41,32504,0.800535,0.774536,0.827027,0.753333
pretrain,11,47,32868,0.796519,0.769231,0.824324,0.756667
pretrain,12,1,32932,0.800535,0.777188,0.824324,0.751111
pretrain,12,6,33252,0.813922,0.843501,0.783784,0.746667
pretrain,12,11,33572,0.817938,0.822281,0.813514,0.751111
pretrain,12,16,33892,0.811245,0.811671,0.810811,0.756667
pretrain,12,21,34212,0.807229,0.758621,0.856757,0.746667
pretrain,12,26,34532,0.797858,0.748011,0.848649,0.755556
pretrain,12,31,34852,0.796519,0.758621,0.835135,0.753333
pretrain,12,36,35172,0.813922,0.838196,0.789189,0.743333
pretrain,12,41,35492,0.815261,0.848806,0.781081,0.748889
pretrain,12,47,35856,0.797858,0.745358,0.851351,0.747778
pretrain,13,1,35920,0.804552,0.734748,0.875676,0.752222
pretrain,13,6,36240,0.796519,0.726790,0.867568,0.746667
pretrain,13,11,36560,0.807229,0.806366,0.808108,0.753333
pretrain,13,16,36880,0.803213,0.814324,0.791892,0.743333
pretrain,13,21,37200,0.805890,0.798408,0.813514,0.753333
pretrain,13,26,37520,0.801874,0.755968,0.848649,0.757778
pretrain,13,31,37840,0.804552,0.774536,0.835135,0.746667
pretrain,13,36,38160,0.805890,0.795756,0.816216,0.748889
pretrain,13,41,38480,0.816600,0.795756,0.837838,0.748889
pretrain,13,47,38844,0.813922,0.774536,0.854054,0.757778
pretrain,14,1,38908,0.815261,0.774536,0.856757,0.755556
pretrain,14,6,39228,0.812584,0.779841,0.845946,0.750000
pretrain,14,11,39548,0.815261,0.827586,0.802703,0.751111
pretrain,14,16,39868,0.820616,0.835544,0.805405,0.756667
pretrain,14,21,40188,0.809906,0.816976,0.802703,0.751111
pretrain,14,26,40508,0.804552,0.790451,0.818919,0.756667
pretrain,14,31,40828,0.805890,0.771883,0.840541,0.754444
pretrain,14,36,41148,0.809906,0.763926,0.856757,0.744444
pretrain,14,41,41468,0.812584,0.787798,0.837838,0.750000
pretrain,14,47,41832,0.809906,0.806366,0.813514,0.757778
pretrain,15,1,41896,0.813922,0.811671,0.816216,0.760000
pretrain,15,6,42216,0.811245,0.793103,0.829730,0.755556
pretrain,15,11,42536,0.804552,0.777188,0.832432,0.754444
pretrain,15,16,42856,0.800535,0.761273,0.840541,0.744444
pretrain,15,21,43176,0.808568,0.777188,0.840541,0.754444
pretrain,15,26,43496,0.807229,0.801061,0.813514,0.756667
pretrain,15,31,43816,0.809906,0.824934,0.794595,0.745556
pretrain,15,36,44136,0.809906,0.782493,0.837838,0.750000
pretrain,15,41,44456,0.807229,0.769231,0.845946,0.746667
pretrain,15,47,44820,0.813922,0.806366,0.821622,0.757778
pretrain,16,1,44884,0.805890,0.801061,0.810811,0.753333
pretrain,16,6,45204,0.805890,0.801061,0.810811,0.756667
pretrain,16,11,45524,0.805890,0.801061,0.810811,0.755556
pretrain,16,16,45844,0.809906,0.803714,0.816216,0.758889
pretrain,16,21,46164,0.808568,0.763926,0.854054,0.754444
pretrain,16,26,46484,0.805890,0.758621,0.854054,0.760000
pretrain,16,31,46804,0.803213,0.771883,0.835135,0.755556
pretrain,16,36,47124,0.800535,0.798408,0.802703,0.756667
pretrain,16,41,47444,0.809906,0.827586,0.791892,0.751111
pretrain,16,47,47808,0.812584,0.824934,0.800000,0.753333
pretrain,17,1,47872,0.801874,0.809019,0.794595,0.753333
pretrain,17,6,48192,0.811245,0.803714,0.818919,0.752222
pretrain,17,11,48512,0.804552,0.779841,0.829730,0.753333
pretrain,17,16,48832,0.805890,0.777188,0.835135,0.753333
pretrain,17,21,49152,0.807229,0.777188,0.837838,0.760000
pretrain,17,26,49472,0.809906,0.779841,0.840541,0.761111
pretrain,17,31,49792,0.801874,0.777188,0.827027,0.760000
pretrain,17,36,50112,0.815261,0.798408,0.832432,0.762222
pretrain,17,41,50432,0.809906,0.801061,0.818919,0.760000
pretrain,17,47,50796,0.807229,0.795756,0.818919,0.761111
pretrain,18,1,50860,0.804552,0.795756,0.813514,0.754444
pretrain,18,6,51180,0.816600,0.801061,0.832432,0.757778
pretrain,18,11,51500,0.811245,0.790451,0.832432,0.753333
pretrain,18,16,51820,0.809906,0.793103,0.827027,0.753333
pretrain,18,21,52140,0.805890,0.787798,0.824324,0.760000
pretrain,18,26,52460,0.809906,0.774536,0.845946,0.753333
pretrain,18,31,52780,0.816600,0.771883,0.862162,0.753333
pretrain,18,36,53100,0.813922,0.798408,0.829730,0.754444
pretrain,18,41,53420,0.811245,0.806366,0.816216,0.757778
pretrain,18,47,53784,0.817938,0.822281,0.813514,0.758889
pretrain,19,1,53848,0.813922,0.822281,0.805405,0.757778
pretrain,19,6,54168,0.815261,0.811671,0.818919,0.762222
pretrain,19,11,54488,0.819277,0.801061,0.837838,0.757778
pretrain,19,16,54808,0.812584,0.790451,0.835135,0.762222
pretrain,19,21,55128,0.809906,0.771883,0.848649,0.754444
pretrain,19,26,55448,0.815261,0.779841,0.851351,0.752222
pretrain,19,31,55768,0.812584,0.782493,0.843243,0.758889
pretrain,19,36,56088,0.809906,0.795756,0.824324,0.754444
pretrain,19,41,56408,0.808568,0.769231,0.848649,0.761111
pretrain,19,47,56772,0.812584,0.774536,0.851351,0.753333
pretrain,20,1,56836,0.815261,0.771883,0.859459,0.752222
pretrain,20,6,57156,0.808568,0.777188,0.840541,0.757778
pretrain,20,11,57476,0.816600,0.803714,0.829730,0.754444
pretrain,20,16,57796,0.808568,0.793103,0.824324,0.755556
pretrain,20,21,58116,0.820616,0.801061,0.840541,0.753333
pretrain,20,26,58436,0.819277,0.806366,0.832432,0.757778
pretrain,20,31,58756,0.823293,0.816976,0.829730,0.753333
pretrain,20,36,59076,0.816600,0.811671,0.821622,0.752222
pretrain,20,41,59396,0.812584,0.801061,0.824324,0.752222
pretrain,20,47,59760,0.812584,0.795756,0.829730,0.751111
