Export_timestamp:	2025-11-13T19:55:46
Instrument_IDN:	Keysight Technologies,B2912B,MY63320353,5.0.2331.95
Chip:	NASA-FTJ-04
Device:	05-29
Area:	8300.0
Data_path:	C:\Scratch\Data\Nathan\NextCloud\06 - FeCAP-FTJ\02 - Data\00 - SMU\01 - PWR\NASA-FTJ-04
Device_area_m2:	8300.0
Vwrite_step_V:	0.05
Vmax_pos_V:	1
Vmax_neg_V:	-1.25
Vread_min_V:	
Vread_max_V:	
Read_points:	20
read_tail_avg_points:	10
pulse_duration_s:	0.0005
idle_between_ops_s:	1
nplc:	20
settle_s:	0.25
four_wire:	False
current_limit_A:	0.0008
Cycles_measured:	460

cycle	V_write	R_neg_ohm	R_pos_ohm	I_neg_A	I_pos_A	J_neg_A_per_m2	J_pos_A_per_m2	Vread_min_V	Vread_max_V
318	-1.05	8840402.13262459	14961323.017144892	9.049362099125362e-09	6.683900874635568e-09	1.0902845902560678e-12	8.052892620042853e-13	-0.08	0.1
319	-1.1	8718719.370096674	14723380.728597013	9.175659475218658e-09	6.791918367346939e-09	1.1055011415926093e-12	8.183034177526432e-13	-0.08	0.1
320	-1.1500000000000001	8637044.207061427	14533725.871048992	9.262427988338192e-09	6.8805481049562665e-09	1.1159551793178546e-12	8.289816993923213e-13	-0.08	0.1
321	-1.2000000000000002	8573546.783820143	14373572.071520884	9.331027405247812e-09	6.957212827988338e-09	1.1242201693069653e-12	8.382184130106432e-13	-0.08	0.1
322	-1.2500000000000002	8509371.472518204	14242932.100662237	9.40139941690962e-09	7.021026239067054e-09	1.13269872492887e-12	8.459067757912113e-13	-0.08	0.1
323	0.0	10710168.477507398	14586570.658964276	7.469537026239067e-09	6.855620991253645e-09	8.999442200288033e-13	8.25978432681162e-13	-0.08	0.1
324	0.05	10884258.759765688	14740692.735202149	7.35006413994169e-09	6.7839416909621e-09	8.855498963785169e-13	8.173423724050723e-13	-0.08	0.1
325	0.1	10989609.532444982	14869147.169876758	7.279603498542273e-09	6.725335276967929e-09	8.770606624749726e-13	8.102813586708349e-13	-0.08	0.1
326	0.15000000000000002	11816869.52866883	16023140.59161359	6.769982507288629e-09	6.240973760932945e-09	8.156605430468228e-13	7.519245495099933e-13	-0.08	0.1
327	0.2	13896474.103940766	18999970.08751065	5.756855976676384e-09	5.263166180758018e-09	6.935971056236607e-13	6.34116407320243e-13	-0.08	0.1
328	0.25	16863738.046657983	23293718.166383702	4.743906705539358e-09	4.293002915451895e-09	5.715550247637781e-13	5.172292669219151e-13	-0.08	0.1
329	0.30000000000000004	20761605.919297278	29119965.769183103	3.853266472303207e-09	3.4340699708454803e-09	4.642489725666514e-13	4.137433699813832e-13	-0.08	0.1
330	0.35000000000000003	25880424.891687028	37035597.36367013	3.091139358600583e-09	2.7001049562682214e-09	3.724264287470582e-13	3.2531385015279774e-13	-0.08	0.1
331	0.4	31439623.091165744	45879413.38555295	2.5445597667638483e-09	2.1796268221574336e-09	3.0657346587516247e-13	2.6260564122378717e-13	-0.08	0.1
332	0.45	37575205.18472102	56203709.77256342	2.129063556851312e-09	1.7792419825072885e-09	2.565136815483508e-13	2.1436650391654079e-13	-0.08	0.1
333	0.5	44327043.11483418	68495339.12182185	1.8047673469387755e-09	1.4599533527696796e-09	2.1744184902876812e-13	1.7589799430959994e-13	-0.08	0.1
334	0.55	50760970.58527548	80212528.121156	1.576013994169096e-09	1.2466880466472301e-09	1.8988120411675856e-13	1.5020337911412413e-13	-0.08	0.1
335	0.6000000000000001	57056357.70843038	92796502.41054474	1.4021224489795915e-09	1.077626822157434e-09	1.6893041553970983e-13	1.2983455688643785e-13	-0.08	0.1
336	0.65	62852975.3462411	105091579.80525889	1.2728116618075801e-09	9.515510204081633e-10	1.533508026274193e-13	1.1464470125399558e-13	-0.08	0.1
337	0.7000000000000001	68215808.56615542	116109027.39225218	1.1727486880466472e-09	8.612594752186589e-10	1.4129502265622255e-13	1.0376620183357336e-13	-0.08	0.1
338	0.75	72135505.39018369	125609738.23370005	1.1090239067055394e-09	7.961166180758017e-10	1.336173381572939e-13	9.591766482840984e-14	-0.08	0.1
339	0.8	75724125.75061816	133604437.38119723	1.056466472303207e-09	7.484781341107872e-10	1.272851171449647e-13	9.01780884470828e-14	-0.08	0.1
340	0.8500000000000001	78949670.16070747	142281144.22247297	1.0133037900874635e-09	7.028338192419824e-10	1.220847939864414e-13	8.467877340264849e-14	-0.08	0.1
341	0.9	81819396.20625168	147488820.0894393	9.777632653061223e-10	6.780174927113702e-10	1.178028030489304e-13	8.168885454353859e-14	-0.08	0.1
342	0.9500000000000001	83825369.51591462	152317174.98268116	9.543650145772593e-10	6.565247813411078e-10	1.1498373669605533e-13	7.909937124591661e-14	-0.08	0.1
343	1.0	85089703.89775345	157996075.43276185	9.401842565597667e-10	6.32927113702624e-10	1.1327521163370683e-13	7.625627875935228e-14	-0.08	0.1
344	-0.05	83833154.91291617	155867998.4367758	9.542763848396503e-10	6.415685131195334e-10	1.149730584144157e-13	7.729741121922089e-14	-0.08	0.1
345	-0.1	83314710.99754184	154295996.4012596	9.602145772594752e-10	6.481049562682214e-10	1.1568850328427413e-13	7.808493449014716e-14	-0.08	0.1
346	-0.15000000000000002	78510183.43458019	146864884.3064381	1.0189760932944607e-09	6.808979591836735e-10	1.2276820401138081e-13	8.203589869682813e-14	-0.08	0.1
347	-0.2	69283971.36531845	128305839.22492799	1.1546682215743437e-09	7.793877551020409e-10	1.3911665320172815e-13	9.390213916892059e-14	-0.08	0.1
348	-0.25	58528827.580558196	106845594.09888358	1.3668478134110787e-09	9.359300291545189e-10	1.6468045944711792e-13	1.1276265411500227e-13	-0.08	0.1
349	-0.3	48002104.81532486	87009020.52702606	1.6665935860058306e-09	1.1493061224489798e-09	2.007944079525097e-13	1.3847061716252769e-13	-0.08	0.1
350	-0.35000000000000003	38608647.88688004	70711443.7091554	2.072074635568513e-09	1.4141982507288627e-09	2.496475464540377e-13	1.70385331413116e-13	-0.08	0.1
351	-0.4	30736254.263199117	56446224.68559618	2.602789504373178e-09	1.7715976676384839e-09	3.1358909691243105e-13	2.1344550212511854e-13	-0.08	0.1
352	-0.45	24569426.178544518	45365209.7777237	3.256079300291545e-09	2.204332361516035e-09	3.9229871087849943e-13	2.6558221223084756e-13	-0.08	0.1
353	-0.5	19834133.444975026	36548227.67734415	4.033450728862974e-09	2.7361107871720117e-09	4.859579191401173e-13	3.296519020689171e-13	-0.08	0.1
354	-0.55	16471980.345037565	30163127.1160357	4.856732361516035e-09	3.31530612244898e-09	5.851484772910886e-13	3.994344725842145e-13	-0.08	0.1
355	-0.6000000000000001	13858921.832448464	25389766.221691895	5.772454810495626e-09	3.938594752186589e-09	6.954764831922442e-13	4.745294882152516e-13	-0.08	0.1
356	-0.6500000000000001	12403044.712433781	22472528.480490178	6.450029154518951e-09	4.449877551020408e-09	7.771119463275844e-13	5.361298254241456e-13	-0.08	0.1
357	-0.7000000000000001	11306638.678066045	20219335.579664186	7.075489212827988e-09	4.945760932944606e-09	8.524685798587938e-13	5.958748111981454e-13	-0.08	0.1
358	-0.7500000000000001	10577507.22385151	18652881.29915415	7.563218658892128e-09	5.361102040816326e-09	9.11231163721943e-13	6.459159085320875e-13	-0.08	0.1
359	-0.8	10046206.692941062	17525125.307200633	7.96320466472303e-09	5.70609329446064e-09	9.594222487618108e-13	6.87481119814535e-13	-0.08	0.1
360	-0.8500000000000001	9666219.52181804	16707046.087092908	8.276244897959183e-09	5.985498542274052e-09	9.971379395131546e-13	7.211444026836207e-13	-0.08	0.1
361	-0.9000000000000001	9372050.741321016	16071927.263049189	8.536018658892128e-09	6.22202915451895e-09	1.0284359829990517e-12	7.49642066809512e-13	-0.08	0.1
362	-0.9500000000000001	9157078.8758204	15590838.22346262	8.736410495626822e-09	6.414023323615161e-09	1.052579577786364e-12	7.727738944114652e-13	-0.08	0.1
363	-1.0	8964728.107376013	15220159.83386508	8.923862390670553e-09	6.570233236151603e-09	1.0751641434542835e-12	7.915943658013979e-13	-0.08	0.1
364	-1.05	8837113.195948428	14916325.06977622	9.05273002915452e-09	6.704064139941691e-09	1.0906903649583758e-12	8.077185710773122e-13	-0.08	0.1
365	-1.1	8736694.371072628	14703953.262862958	9.15678134110787e-09	6.8008921282798836e-09	1.1032266676033579e-12	8.193845937686607e-13	-0.08	0.1
366	-1.1500000000000001	8656011.612683102	14516429.381591648	9.242131778425656e-09	6.8887463556851295e-09	1.1135098528223682e-12	8.299694404439915e-13	-0.08	0.1
367	-1.2000000000000002	8594526.764809648	14369682.065547537	9.308249562682216e-09	6.959096209912536e-09	1.1214758509255683e-12	8.384453264954863e-13	-0.08	0.1
368	-1.2500000000000002	8529876.950929584	14262511.715634624	9.37879883381924e-09	7.011387755102041e-09	1.1299757631107519e-12	8.447455126628966e-13	-0.08	0.1
369	0.0	10715890.196803728	14586570.65896428	7.465548688046647e-09	6.855620991253643e-09	8.994636973550177e-13	8.259784326811618e-13	-0.08	0.1
370	0.05	10878093.675926685	14740692.735202154	7.354229737609329e-09	6.7839416909620974e-09	8.860517756155818e-13	8.17342372405072e-13	-0.08	0.1
371	0.1	10991884.59226197	14851776.670846527	7.278096793002915e-09	6.733201166180757e-09	8.768791316870982e-13	8.112290561663563e-13	-0.08	0.1
372	0.15000000000000002	11812694.065688225	16006376.417707624	6.77237551020408e-09	6.2475102040816335e-09	8.15948856651094e-13	7.527120727809197e-13	-0.08	0.1
373	0.2	13826017.905297825	18882320.752826568	5.786192419825072e-09	5.29595918367347e-09	6.971316168463943e-13	6.380673715269241e-13	-0.08	0.1
374	0.25	16886453.12606156	23360030.511060264	4.737525364431487e-09	4.280816326530612e-09	5.707861884857213e-13	5.157610031964592e-13	-0.08	0.1
375	0.30000000000000004	20728707.74939416	29033792.62592456	3.85938192419825e-09	3.444262390670553e-09	4.649857739997892e-13	4.1497137236994616e-13	-0.08	0.1
376	0.35000000000000003	25499507.8520642	36330512.33436782	3.1373154518950434e-09	2.7525072886297374e-09	3.7798981348133053e-13	3.316273841722575e-13	-0.08	0.1
377	0.4	31200538.50492114	45258302.19351024	2.5640583090379005e-09	2.2095393586005835e-09	3.089226878358916e-13	2.6620956127717874e-13	-0.08	0.1
378	0.45	37413229.66705498	55797216.97146372	2.138281049562682e-09	1.792204081632653e-09	2.576242228388774e-13	2.1592820260634374e-13	-0.08	0.1
379	0.5	43851126.06623439	67335440.42874812	1.824354518950437e-09	1.4851020408163265e-09	2.1980174927113699e-13	1.789279567248586e-13	-0.08	0.1
380	0.55	50488397.972221084	80162662.42871834	1.5845224489795916e-09	1.2474635568513119e-09	1.9090631915416766e-13	1.5029681407847132e-13	-0.08	0.1
381	0.6000000000000001	56765711.52426694	92407000.30173716	1.409301457725947e-09	1.0821690962099123e-09	1.6979535635252373e-13	1.3038181882047137e-13	-0.08	0.1
382	0.65	62066394.756746784	103738832.19714615	1.288942274052478e-09	9.639591836734693e-10	1.5529424988584074e-13	1.161396606835505e-13	-0.08	0.1
383	0.7000000000000001	66995589.61978539	114199339.44172174	1.1941084548104954e-09	8.756618075801748e-10	1.4386848853138498e-13	1.0550142260002106e-13	-0.08	0.1
384	0.75	71179842.200723	124312295.68205048	1.1239137026239067e-09	8.044256559766763e-10	1.3541128947275984e-13	9.691875373212967e-14	-0.08	0.1
385	0.8	74838867.33665271	132408915.79101783	1.0689632653061226e-09	7.552361516034985e-10	1.2879075485615935e-13	9.099230742210826e-14	-0.08	0.1
386	0.8500000000000001	77933999.21838787	139618186.99881956	1.0265096209912537e-09	7.162390670553936e-10	1.2367585795075346e-13	8.629386350064983e-14	-0.08	0.1
387	0.9	80729056.34087904	145986022.79595155	9.909690962099125e-10	6.84997084548105e-10	1.1939386701324246e-13	8.252976922266325e-14	-0.08	0.1
388	0.9500000000000001	82673711.20602386	149988630.59942976	9.676594752186588e-10	6.667172011661809e-10	1.1658547894200708e-13	8.032737363447962e-14	-0.08	0.1
389	1.0	84579420.81590782	154878445.25521082	9.45856559766764e-10	6.456676384839649e-10	1.1395862165864626e-13	7.779128174505602e-14	-0.08	0.1
390	-0.05	83245557.40545686	153014337.84495142	9.61012244897959e-10	6.535335276967931e-10	1.157846078190312e-13	7.873897924057747e-14	-0.08	0.1
391	-0.1	82079801.66839759	151118630.32770276	9.74661224489796e-10	6.617317784256559e-10	1.174290631915417e-13	7.97267202922477e-14	-0.08	0.1
392	-0.15000000000000002	77632371.11442061	142753689.53777772	1.0304979591836736e-09	7.005072886297376e-10	1.2415638062453898e-13	8.439846850960694e-14	-0.08	0.1
393	-0.2	68516136.24923095	125174258.62534577	1.167608163265306e-09	7.988862973760934e-10	1.4067568232112119e-13	9.625136112964981e-14	-0.08	0.1
394	-0.25	57905541.374606654	104932757.37588565	1.3815603498542272e-09	9.52991253644315e-10	1.664530541993045e-13	1.1481822333064037e-13	-0.08	0.1
395	-0.3	46941160.69204682	85614301.33238818	1.704261224489796e-09	1.1680291545189502e-09	2.0533267764937302e-13	1.4072640415890967e-13	-0.08	0.1
396	-0.35000000000000003	38211479.9317318	69884761.454581	2.09361166180758e-09	1.430927113702624e-09	2.5224236889247954e-13	1.724008570726053e-13	-0.08	0.1
397	-0.4	30427492.969741058	56057109.61044395	2.629201166180758e-09	1.7838950437317784e-09	3.167712248410552e-13	2.149271137026239e-13	-0.08	0.1
398	-0.45	24324446.99114392	45050488.068844505	3.2888723032069965e-09	2.219731778425656e-09	3.962496750851803e-13	2.6743756366574166e-13	-0.08	0.1
399	-0.5	19787175.372062355	36224078.13417483	4.043022740524781e-09	2.760594752186589e-09	4.871111735572025e-13	3.326017773718782e-13	-0.08	0.1
400	-0.55	16413870.725694075	30006701.20499214	4.873926530612244e-09	3.3325889212827984e-09	5.87220063929186e-13	4.015167375039516e-13	-0.08	0.1
401	-0.6000000000000001	13661126.011341525	25041797.168743752	5.8560326530612235e-09	3.99332361516035e-09	7.055461027784606e-13	4.81123327127753e-13	-0.08	0.1
402	-0.6500000000000001	12352970.83546419	22339601.013423298	6.476174927113703e-09	4.476355685131196e-09	7.802620394112896e-13	5.393199620639995e-13	-0.08	0.1
403	-0.7000000000000001	11317270.947344668	20203043.53255223	7.068841982507287e-09	4.9497492711370256e-09	8.516677087358177e-13	5.963553338719308e-13	-0.08	0.1
404	-0.7500000000000001	10580855.007119713	18634782.17406517	7.560825655976677e-09	5.366309037900874e-09	9.109428501176719e-13	6.465432575784185e-13	-0.08	0.1
405	-0.8	10041959.58155184	17521383.239136744	7.966572594752185e-09	5.7073119533527694e-09	9.598280234641187e-13	6.876279461870807e-13	-0.08	0.1
406	-0.8500000000000001	9656292.299064664	16683268.870090352	8.284753352769678e-09	5.9940291545189505e-09	9.981630545505637e-13	7.221721872914398e-13	-0.08	0.1
407	-0.9000000000000001	9363203.864519082	16064204.362906769	8.544083965014577e-09	6.225020408163265e-09	1.0294077066282623e-12	7.500024588148512e-13	-0.08	0.1
408	-0.9500000000000001	9123849.743228799	15546798.583292313	8.768228571428572e-09	6.4321924198250736e-09	1.0564130808950088e-12	7.749629421475992e-13	-0.08	0.1
409	-1.0	8958677.772292875	15178697.074803984	8.929889212827987e-09	6.5881807580174925e-09	1.0758902666057816e-12	7.937567178334329e-13	-0.08	0.1
410	-1.05	8834431.927997578	14902779.99847062	9.055477551020407e-09	6.710157434402332e-09	1.0910213916892056e-12	8.0845270294004e-13	-0.08	0.1
411	-1.1	8730018.94643179	14685054.809933433	9.163783090379008e-09	6.809644314868805e-09	1.1040702518528926e-12	8.204390740805789e-13	-0.08	0.1
412	-1.1500000000000001	8637044.207061427	14479868.760886287	9.262427988338192e-09	6.9061399416909615e-09	1.1159551793178546e-12	8.320650532157785e-13	-0.08	0.1
413	-1.2000000000000002	8591009.345916115	14332490.376756463	9.312060641399417e-09	6.977154518950437e-09	1.1219350170360744e-12	8.406210263795707e-13	-0.08	0.1
414	-1.2500000000000002	8528426.26417136	14205498.480467234	9.38039416909621e-09	7.039527696793003e-09	1.1301679721802662e-12	8.481358670834943e-13	-0.08	0.1
415	0.0	10693039.922137214	14537002.81755087	7.481502040816325e-09	6.878997084548104e-09	9.013857880501596e-13	8.287948294636269e-13	-0.08	0.1
416	0.05	10858464.505484	14691986.570753269	7.367524198250729e-09	6.806431486880466e-09	8.876535178615336e-13	8.200519863711405e-13	-0.08	0.1
417	0.1	10964912.280701755	14818130.133423654	7.296e-09	6.7484897959183675e-09	8.790361445783132e-13	8.130710597492009e-13	-0.08	0.1
418	0.15000000000000002	11789704.666179495	15956293.711173408	6.785581341107873e-09	6.2671195335276965e-09	8.175399206154064e-13	7.550746425936984e-13	-0.08	0.1
419	0.2	13781055.58868009	18851167.013645392	5.805070553935859e-09	5.30471137026239e-09	6.994060908356457e-13	6.391218518388422e-13	-0.08	0.1
420	0.25	16716947.475643458	23101158.829559248	4.785562682215743e-09	4.328787172011662e-09	5.765738171344268e-13	5.215406231339351e-13	-0.08	0.1
421	0.30000000000000004	20621209.424914755	28879589.791949086	3.879500874635567e-09	3.462653061224489e-09	4.674097439319961e-13	4.1718711581017937e-13	-0.08	0.1
422	0.35000000000000003	25322810.4628242	36141404.56245719	3.1592069970845475e-09	2.7669096209912542e-09	3.8062734904633103e-13	3.333626049387053e-13	-0.08	0.1
423	0.4	31020399.303985447	45068483.071068935	2.578948104956268e-09	2.218845481049562e-09	3.107166391513576e-13	2.673307808493448e-13	-0.08	0.1
424	0.45	37034077.829867825	55420370.78328535	2.1601725947521863e-09	1.8043906705539359e-09	2.6026175840387784e-13	2.173964663317995e-13	-0.08	0.1
425	0.5	43414534.12281124	66683775.04043798	1.8427008746355683e-09	1.4996151603498542e-09	2.220121535705504e-13	1.8067652534335592e-13	-0.08	0.1
426	0.55	49866392.95880716	78756790.76410161	1.6042868804664722e-09	1.2697317784256559e-09	1.9328757595981591e-13	1.5297973234044048e-13	-0.08	0.1
427	0.6000000000000001	56022317.46197669	91046154.82624252	1.428002332361516e-09	1.0983440233236153e-09	1.720484737784959e-13	1.323306052197127e-13	-0.08	0.1
428	0.65	61407686.16554653	102038387.85296956	1.3027685131195334e-09	9.800233236151602e-10	1.5696006182163054e-13	1.1807509923074219e-13	-0.08	0.1
429	0.7000000000000001	66467715.68095497	113381683.07340391	1.2035918367346939e-09	8.819766763848396e-10	1.450110646668306e-13	1.0626225016684814e-13	-0.08	0.1
430	0.75	70156348.43365215	122374129.46683413	1.1403102040816326e-09	8.171661807580175e-10	1.3738677157610031e-13	9.845375671783343e-14	-0.08	0.1
431	0.8	74034742.36773035	130570169.09407903	1.0805737609329447e-09	7.658717201166182e-10	1.301896097509572e-13	9.227370121886966e-14	-0.08	0.1
432	0.8500000000000001	77049217.15299775	137282369.421653	1.0382973760932943e-09	7.284256559766764e-10	1.2509606940883065e-13	8.776212722610558e-14	-0.08	0.1
433	0.9	79653333.82874767	144236430.00117743	1.004352186588921e-09	6.933061224489797e-10	1.2100628754083385e-13	8.35308581263831e-14	-0.08	0.1
434	0.9500000000000001	81450241.73861834	148899963.5347028	9.821947521865888e-10	6.71591836734694e-10	1.1833671713091431e-13	8.091467912466192e-14	-0.08	0.1
435	1.0	83391683.19912866	153118164.3676622	9.593282798833818e-10	6.530903790087463e-10	1.1558172046787733e-13	7.868558783237906e-14	-0.08	0.1
436	-0.05	81619638.20846085	151270584.70711723	9.801562682215743e-10	6.61067055393586e-10	1.1809111665320173e-13	7.964663317995012e-14	-0.08	0.1
437	-0.1	81142716.55406046	149541348.40082312	9.859172011661807e-10	6.687113702623908e-10	1.187852049597808e-13	8.056763497137238e-14	-0.08	0.1
438	-0.15000000000000002	76976938.33765723	142281144.22247297	1.0392723032069968e-09	7.028338192419824e-10	1.2521353050686707e-13	8.467877340264849e-14	-0.08	0.1
439	-0.2	67587538.67071272	124741788.13534667	1.1836501457725948e-09	8.016559766763849e-10	1.42608451297903e-13	9.658505743088974e-14	-0.08	0.1
440	-0.25	57288117.4757152	104495436.32176065	1.3964501457725943e-09	9.569795918367347e-10	1.682470055147704e-13	1.1529874600442586e-13	-0.08	0.1
441	-0.3	46960698.13991824	85234332.28964762	1.7035521865889212e-09	1.1732361516034987e-09	2.0524725139625557e-13	1.413537532052408e-13	-0.08	0.1
442	-0.35000000000000003	37884310.37301135	69236141.66966084	2.1116921282798832e-09	1.4443323615160352e-09	2.544207383469739e-13	1.7401594717060666e-13	-0.08	0.1
443	-0.4	30317118.830731485	55717998.700454846	2.6387731778425654e-09	1.7947521865889213e-09	3.179244792581404e-13	2.162352032034845e-13	-0.08	0.1
444	-0.45	24117123.438890867	44361899.982669115	3.317145189504373e-09	2.254186588921283e-09	3.996560469282377e-13	2.715887456531666e-13	-0.08	0.1
445	-0.5	19591760.265396956	36008759.68194712	4.083349271137025e-09	2.7771020408163266e-09	4.91969791703256e-13	3.345906073272683e-13	-0.08	0.1
446	-0.55	16308590.871183055	29746624.668711066	4.905390087463556e-09	3.3617259475218654e-09	5.910108539112718e-13	4.0502722259299586e-13	-0.08	0.1
447	-0.6000000000000001	13666917.691685494	24980809.203425363	5.8535510204081635e-09	4.0030728862973756e-09	7.052471108925498e-13	4.822979381081175e-13	-0.08	0.1
448	-0.6500000000000001	12243886.802232314	22066534.138793997	6.533872886297376e-09	4.531749271137026e-09	7.8721360075872e-13	5.459938880887984e-13	-0.08	0.1
449	-0.7000000000000001	11279228.987421194	20068736.88657244	7.092683381924198e-09	4.982874635568513e-09	8.545401664968913e-13	6.003463416347606e-13	-0.08	0.1
450	-0.7500000000000001	10518097.567467617	18520838.373017248	7.605938192419825e-09	5.399323615160349e-09	9.16378095472268e-13	6.505209174891987e-13	-0.08	0.1
451	-0.8	10001901.236036705	17383706.550869897	7.998479300291545e-09	5.7525131195335275e-09	9.63672204854403e-13	6.930738698233165e-13	-0.08	0.1
452	-0.8500000000000001	9632077.119520318	16598594.684578309	8.305581341107871e-09	6.024606413994169e-09	1.000672450735888e-12	7.258561944571288e-13	-0.08	0.1
453	-0.9000000000000001	9350110.10231692	15982569.214309948	8.556048979591836e-09	6.256816326530612e-09	1.0308492746496187e-12	7.538332923530857e-13	-0.08	0.1
454	-0.9500000000000001	9131695.556192143	15517932.486588074	8.760695043731777e-09	6.444157434402332e-09	1.0555054269556357e-12	7.764045101689556e-13	-0.08	0.1
455	-1.0	8967489.061232002	15149909.012208266	8.921114868804664e-09	6.60069970845481e-09	1.0748331167234535e-12	7.952650251150373e-13	-0.08	0.1
456	-1.05	8822601.911340825	14846402.49592698	9.067619825072885e-09	6.735638483965014e-09	1.0924843162738416e-12	8.115227089114475e-13	-0.08	0.1
457	-1.1	8718550.941247644	14633392.976142025	9.175836734693875e-09	6.833685131195335e-09	1.1055224981558886e-12	8.233355579753416e-13	-0.08	0.1
458	-1.1500000000000001	8635804.700899031	14450660.05390981	9.263757434402332e-09	6.920099125364432e-09	1.1161153535424497e-12	8.33746882574028e-13	-0.08	0.1
459	-1.2000000000000002	8574361.210089847	14300926.51658616	9.33014110787172e-09	6.9925539358600566e-09	1.1241133864905687e-12	8.424763778144647e-13	-0.08	0.1
460	-1.2500000000000002	8524238.161746798	14196784.821443353	9.385002915451895e-09	7.043848396501458e-09	1.1307232428255294e-12	8.486564333134287e-13	-0.08	0.1
